timestamps,IR,RED
60.372,124003,100781
60.4188,124141,100822
60.4656,124262,100865
60.5124,124331,100914
60.5592,124418,100967
60.606,124486,100833
60.6528,123509,100328
60.6996,122939,100253
60.7464,122841,100350
60.7932,123064,100461
60.84,123342,100527
60.8868,123418,100483
60.9336,123386,100498
60.9804,123418,100504
61.0272,123546,100592
61.074,123695,100720
61.1208,123895,100782
61.1676,124094,100778
61.2144,124188,100783
61.2612,124268,100827
61.308,123878,100432
61.3548,122940,100274
61.4016,122808,100304
61.4484,122968,100393
61.4952,123130,100437
61.542,123234,100467
61.5888,123409,100495
61.6356,123418,100475
61.6824,123365,100512
61.7292,123370,100551
61.776,123796,100664
61.8228,123996,100775
61.8696,124137,100790
61.9164,124232,100899
61.9632,124348,100837
62.01,123863,100445
62.0568,122997,100210
62.1036,122768,100257
62.1504,122911,100281
62.1972,123030,100373
62.244,123313,100419
62.2908,123252,100467
62.3376,123257,100502
62.3844,123334,100571
62.4312,123509,100586
62.478,123690,100663
62.5248,123850,100755
62.5716,124003,100797
62.6184,124089,100760
62.6652,124206,100835
62.712,123173,100228
62.7588,122721,100251
62.8056,122752,100285
62.8524,122940,100285
62.8992,123037,100360
62.946,123105,100452
62.9928,123191,100408
63.0396,123214,100371
63.0864,123137,100432
63.1332,123250,100524
63.18,123745,100683
63.2268,123894,100744
63.2736,124013,100756
63.3204,124121,100760
63.3672,124180,100848
63.414,124204,100631
63.4608,123159,100269
63.5076,122703,100189
63.5544,122727,100255
63.6012,122885,100310
63.648,123202,100476
63.6948,123236,100421
63.7416,123152,100410
63.7884,123255,100451
63.8352,123352,100517
63.882,123531,100615
63.9288,123751,100690
63.9756,123951,100677
64.0224,124067,100716
64.0692,124165,100806
64.116,123459,100318
64.1628,122751,100181
64.2096,122699,100212
64.2564,122877,100270
64.3032,122944,100321
64.35,123075,100426
64.3968,123233,100406
64.4436,123213,100355
64.4904,123204,100347
64.5372,123253,100434
64.584,123738,100631
64.6308,123822,100669
64.6776,124010,100694
64.7244,124152,100720
64.7712,124245,100797
64.818,123899,100420
64.8648,122897,100182
64.9116,122646,100174
64.9584,122720,100264
65.0052,122920,100282
65.052,123189,100413
65.0988,123107,100409
65.1456,123143,100426
65.1924,123230,100477
65.2392,123410,100569
65.286,123619,100635
65.3328,123813,100622
65.3796,123897,100706
65.4264,123976,100769
65.4732,124163,100768
65.52,122796,100140
65.5668,122624,100153
65.6136,122695,100245
65.6604,122836,100279
65.7072,122934,100318
65.754,123148,100336
65.8008,123064,100354
65.8476,123151,100350
65.8944,123105,100404
65.9412,123316,100485
65.988,123776,100648
66.0348,123982,100673
66.0816,123985,100740
66.1284,124173,100772
66.1752,124240,100824
66.222,124008,100465
66.2688,122981,100101
66.3156,122694,100110
66.3624,122742,100266
66.4092,122899,100296
66.456,123215,100393
66.5028,123154,100373
66.5496,123226,100352
66.5964,123293,100403
66.6432,123463,100561
66.69,123667,100651
66.7368,123916,100652
66.7836,124014,100728
66.8304,124129,100756
66.8772,124234,100835
66.924,123479,100260
66.9708,122748,100146
67.0176,122729,100230
67.0644,122875,100269
67.1112,123051,100310
67.158,123173,100371
67.2048,123290,100463
67.2516,123257,100433
67.2984,123216,100415
67.3452,123312,100454
67.392,123816,100682
67.4388,124011,100688
67.4856,124075,100774
67.5324,124220,100815
67.5792,124271,100716
67.626,123415,100235
67.6728,122744,100096
67.7196,122725,100201
67.7664,122899,100309
67.8132,123036,100313
67.86,123308,100426
67.9068,123256,100425
67.9536,123273,100452
68.0004,123365,100523
68.0472,123625,100654
68.094,123874,100691
68.1408,124018,100735
68.1876,124104,100779
68.2344,124240,100830
68.2812,124377,100901
68.328,122721,100157
68.3748,122704,100206
68.4216,122801,100265
68.4684,122928,100312
68.5152,123047,100383
68.562,123203,100337
68.6088,123248,100347
68.6556,123230,100353
68.7024,123302,100447
68.7492,123402,100548
68.796,123974,100671
68.8428,124045,100724
68.8896,124171,100782
68.9364,124234,100834
68.9832,124274,100664
69.03,123240,100262
69.0768,122696,100174
69.1236,122716,100229
69.1704,122922,100224
69.2172,123019,100311
69.264,123230,100380
69.3108,123188,100371
69.3576,123330,100464
69.4044,123502,100540
69.4512,123762,100592
69.498,123965,100643
69.5448,124043,100807
69.5916,124194,100760
69.6384,124319,100810
69.6852,124364,100892
69.732,122730,100151
69.7788,122821,100296
69.8256,123004,100290
69.8724,123113,100325
69.9192,123282,100366
69.966,123301,100378
70.0128,123235,100378
70.0596,123291,100423
70.1064,123363,100487
70.1532,123623,100577
70.2,124039,100732
70.2468,124128,100762
70.2936,124295,100792
70.3404,124050,100501
70.3872,122999,100202
70.434,122670,100118
70.4808,122748,100244
70.5276,122968,100322
70.5744,123090,100309
70.6212,123213,100421
70.668,123221,100400
70.7148,123261,100453
70.7616,123484,100586
70.8084,123708,100669
70.8552,123920,100673
70.902,124023,100736
70.9488,124142,100775
70.9956,124273,100832
71.0424,124315,100659
71.0892,123295,100247
71.136,122752,100257
71.1828,122961,100260
71.2296,122983,100339
71.2764,123200,100368
71.3232,123187,100386
71.37,123150,100386
71.4168,123221,100362
71.4636,123391,100441
71.5104,123496,100550
71.5572,123698,100631
71.604,124050,100749
71.6508,124186,100815
71.6976,124319,100769
71.7444,123728,100335
71.7912,122732,100116
71.838,122602,100134
71.8848,122739,100216
71.9316,122843,100267
71.9784,122950,100313
72.0252,123155,100368
72.072,123223,100467
72.1188,123388,100499
72.1656,123610,100595
72.2124,123862,100594
72.2592,123985,100650
72.306,124044,100747
72.3528,124179,100716
72.3996,124288,100794
72.4464,123864,100321
72.4932,122830,100139
72.54,122898,100291
72.5868,122988,100279
72.6336,123133,100292
72.6804,123170,100359
72.7272,123122,100302
72.774,123161,100320
72.8208,123309,100447
72.8676,123427,100519
72.9144,123704,100617
72.9612,123869,100638
73.008,124181,100718
73.0548,124129,100523
73.1016,123067,100085
73.1484,122538,100090
73.1952,122623,100157
73.242,122793,100237
73.2888,122921,100257
73.3356,123076,100318
73.3824,123157,100312
73.4292,123084,100356
73.476,123270,100395
73.5228,123538,100537
73.5696,123706,100560
73.6164,123796,100656
73.6632,123925,100717
73.71,124090,100711
73.7568,124065,100553
73.8036,123111,100111
73.8504,122616,100040
73.8972,122625,100115
73.944,122897,100256
73.9908,123082,100267
74.0376,123143,100293
74.0844,122997,100296
74.1312,123070,100371
74.178,123225,100453
74.2248,123449,100542
74.2716,123672,100535
74.3184,123825,100634
74.3652,123960,100718
74.412,123528,100248
74.4588,122623,100066
74.5056,122511,100112
74.5524,122670,100100
74.5992,122795,100195
74.646,122855,100253
74.6928,123014,100303
74.7396,123054,100310
74.7864,123056,100272
74.8332,123121,100283
74.88,123608,100508
74.9268,123769,100602
74.9736,123890,100645
75.0204,124006,100681
75.0672,124163,100738
75.114,124089,100501
75.1608,122981,100088
75.2076,122556,100026
75.2544,122541,100069
75.3012,122779,100153
75.348,123054,100312
75.3948,123092,100234
75.4416,122996,100230
75.4884,123097,100270
75.5352,123240,100394
75.582,123449,100530
75.6288,123617,100585
75.6756,123778,100592
75.7224,123917,100620
75.7692,124031,100692
75.816,122397,100028
75.8628,122531,100093
75.9096,122702,100158
75.9564,122782,100205
76.0032,123001,100278
76.05,123081,100213
76.0968,122982,100254
76.1436,123023,100278
76.1904,123137,100391
76.2372,123395,100500
76.284,123891,100570
76.3308,123996,100712
76.3776,124125,100706
76.4244,123603,100276
76.4712,122622,100021
76.518,122418,100003
76.5648,122481,100094
76.6116,122611,100135
76.6584,122743,100233
76.7052,122893,100234
76.752,122944,100292
76.7988,123050,100300
76.8456,123251,100411
76.8924,123446,100496
76.9392,123634,100571
76.986,123818,100577
77.0328,123874,100621
77.0796,124095,100670
77.1264,124092,100541
77.1732,123062,100086
77.22,122536,100130
77.2668,122732,100100
77.3136,122736,100194
77.3604,122909,100254
77.4072,123018,100225
77.454,123007,100233
77.5008,123071,100231
77.5476,123227,100322
77.5944,123472,100460
77.6412,123671,100594
77.688,124064,100700
77.7348,124258,100762
77.7816,124276,100638
77.8284,123200,100140
77.8752,122555,99954
77.922,122563,99998
77.9688,122730,100123
78.0156,122824,100230
78.0624,122995,100243
78.1092,123089,100287
78.156,123110,100299
78.2028,123257,100415
78.2496,123507,100473
78.2964,123748,100597
78.3432,123931,100598
78.39,124095,100650
78.4368,124148,100715
78.4836,124345,100783
78.5304,123955,100307
78.5772,122789,99999
78.624,122823,100165
78.6708,122967,100249
78.7176,123113,100270
78.7644,123209,100231
78.8112,123152,100254
78.858,123144,100306
78.9048,123345,100399
78.9516,123592,100518
78.9984,123850,100546
79.0452,124026,100651
79.092,124416,100757
79.1388,124354,100590
79.1856,123180,100084
79.2324,122557,100042
79.2792,122567,100107
79.326,122760,100124
79.3728,122882,100198
79.4196,123004,100269
79.4664,123175,100287
79.5132,123174,100278
79.56,123469,100500
79.6068,123766,100522
79.6536,123955,100655
79.7004,124153,100659
79.7472,124325,100708
79.794,124438,100806
79.8408,124492,100671
79.8876,123322,100136
79.9344,122613,100005
79.9812,122538,100068
80.028,123156,100250
80.0748,123272,100279
80.1216,123308,100294
80.1684,123218,100334
80.2152,123329,100432
80.262,123575,100464
80.3088,123843,100647
80.3556,124131,100648
80.4024,124331,100714
80.4492,124424,100808
80.496,123566,100143
80.5428,122693,99968
80.5896,122656,100076
80.6364,122840,100185
80.6832,123028,100241
80.73,123159,100319
80.7768,123358,100389
80.8236,123304,100298
80.8704,123206,100305
80.9172,123297,100373
80.964,124018,100626
81.0108,124252,100658
81.0576,124422,100728
81.1044,124578,100798
81.1512,124584,100678
81.198,123441,100086
81.2448,122640,100008
81.2916,122623,100117
81.3384,122919,100149
81.3852,123025,100237
81.432,123396,100271
81.4788,123302,100333
81.5256,123411,100426
81.5724,123661,100550
81.6192,123961,100610
81.666,124170,100687
81.7128,124316,100778
81.7596,124581,100781
81.8064,124717,100874
81.8532,124476,100419
81.9,122603,100022
81.9468,122799,100060
81.9936,122949,100130
82.0404,123025,100272
82.0872,123254,100330
82.134,123275,100297
82.1808,123274,100267
82.2276,123359,100298
82.2744,123560,100469
82.3212,123775,100580
82.368,124283,100723
82.4148,124425,100687
82.4616,124446,100720
82.5084,123864,100265
82.5552,122784,100011
82.602,122635,100014
82.6488,122739,100145
82.6956,122998,100221
82.7424,123203,100307
82.7892,123499,100346
82.836,123285,100321
82.8828,123504,100444
82.9296,123772,100471
82.9764,123962,100600
83.0232,124184,100695
83.07,124449,100728
83.1168,124649,100841
83.1636,124683,100632
83.2104,123331,100076
83.2572,122664,99975
83.304,122941,100186
83.3508,123227,100245
83.3976,123391,100265
83.4444,123237,100256
83.4912,123232,100303
83.538,123380,100291
83.5848,123547,100428
83.6316,123786,100521
83.6784,124016,100610
83.7252,124231,100670
83.772,123513,100089
83.8188,122598,99940
83.8656,122565,100031
83.9124,122757,100112
83.9592,122920,100141
84.006,123041,100207
84.0528,123219,100239
84.0996,123147,100195
84.1464,123157,100183
84.1932,123194,100255
84.24,123958,100482
84.2868,124138,100631
84.3336,124271,100673
84.3804,124117,100338
84.4272,122893,99958
84.474,122445,99907
84.5208,122539,99901
84.5676,122675,99965
84.6144,122756,100072
84.6612,122884,100132
84.708,122950,100149
84.7548,123113,100221
84.8016,123253,100292
84.8484,123532,100362
84.8952,123720,100373
84.942,123879,100436
84.9888,123989,100527
85.0356,124031,100442
85.0824,123093,100018
85.1292,122457,99843
85.176,122547,99983
85.2228,122741,100019
85.2696,122830,100060
85.3164,122891,100050
85.3632,122906,100076
85.41,122942,100159
85.4568,123144,100254
85.5036,123439,100368
85.5504,123650,100449
85.5972,123818,100495
85.644,124170,100508
85.6908,123282,100012
85.7376,122508,99875
85.7844,122348,99886
85.8312,122520,99971
85.878,122655,100010
85.9248,122721,100036
85.9716,122865,100073
86.0184,122880,100048
86.0652,122888,100105
86.112,123255,100211
86.1588,123471,100292
86.2056,123644,100379
86.2524,123785,100424
86.2992,123911,100471
86.346,124043,100480
86.3928,123427,100024
86.4396,122535,99769
86.4864,122310,99813
86.5332,122427,99871
86.58,122750,100027
86.6268,122893,99990
86.6736,122783,99993
86.7204,122799,100031
86.7672,122954,100036
86.814,123186,100137
86.8608,123263,100226
86.9076,123419,100277
86.9544,123633,100380
87.0012,123802,100399
87.048,122223,99749
87.0948,122322,99809
87.1416,122403,99830
87.1884,122452,99893
87.2352,122657,99965
87.282,122792,99932
87.3288,122783,99951
87.3756,122769,100019
87.4224,122883,100019
87.4692,123047,100143
87.516,123684,100371
87.5628,123796,100386
87.6096,123919,100358
87.6564,123970,100218
87.7032,122916,99783
87.75,122239,99742
87.7968,122250,99778
87.8436,122375,99797
87.8904,122413,99823
87.9372,122549,99883
87.984,122648,99889
88.0308,122753,99937
88.0776,122848,100021
88.1244,123051,100057
88.1712,123306,100144
88.218,123488,100233
88.2648,123628,100298
88.3116,123712,100324
88.3584,123844,100282
88.4052,123988,100271
88.452,122229,99690
88.4988,122301,99708
88.5456,122468,99735
88.5924,122442,99837
88.6392,122680,99914
88.686,122781,99930
88.7328,122762,99874
88.7796,122828,99870
88.8264,122910,100021
88.8732,123212,100064
88.92,123877,100250
88.9668,123843,100316
89.0136,123935,100369
89.0604,124139,100355
89.1072,123855,99961
89.154,122523,99677
89.2008,122247,99649
89.2476,122371,99650
89.2944,122483,99780
89.3412,122583,99829
89.388,122786,99861
89.4348,122764,99793
89.4816,122859,99876
89.5284,123018,100005
89.5752,123312,100090
89.622,123576,100141
89.6688,123710,100219
89.7156,123873,100258
89.7624,124055,100327
89.8092,124152,100273
89.856,122271,99644
89.9028,122356,99714
89.9496,122486,99780
89.9964,122633,99876
90.0432,122840,99925
90.09,122878,99811
90.1368,122808,99867
90.1836,122849,99926
90.2304,123133,100012
90.2772,123375,100133
90.324,123880,100313
90.3708,124080,100338
90.4176,124215,100429
90.4644,124050,100011
90.5112,122647,99665
90.558,122294,99594
90.6048,122336,99696
90.6516,122477,99787
90.6984,122577,99792
90.7452,122760,99805
90.792,122816,99892
90.8388,122909,99967
90.8856,123102,100011
90.9324,123366,100143
90.9792,123689,100223
91.026,123958,100284
91.0728,124091,100378
91.1196,124160,100381
91.1664,124346,100436
91.2132,124015,100005
91.26,122345,99715
91.3068,122563,99750
91.3536,122674,99825
91.4004,122801,99936
91.4472,123004,99933
91.494,123030,99936
91.5408,122932,99929
91.5876,123090,100022
91.6344,123270,100131
91.6812,123652,100269
91.728,124180,100412
91.7748,124299,100428
91.8216,124445,100515
91.8684,124550,100457
91.9152,123447,99883
91.962,122537,99629
92.0088,122402,99742
92.0556,122582,99850
92.1024,122766,99837
92.1492,122885,99972
92.196,123057,99921
92.2428,122980,99976
92.2896,123166,100092
92.3364,123454,100207
92.3832,123764,100247
92.43,123987,100331
92.4768,124078,100411
92.5236,124367,100437
92.5704,124474,100346
92.6172,123343,99794
92.664,122571,99860
92.7108,122749,99856
92.7576,122828,99962
92.8044,123021,99995
92.8512,122983,100016
92.898,123024,99968
92.9448,123136,100045
92.9916,123306,100157
93.0384,123614,100270
93.0852,123888,100340
93.132,124383,100509
